Sales_ID,Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Original_Revenue,Units_Was_Missing,Units_Was_Invalid,MRP_Was_Missing,Discount_Was_Missing,Discount_Was_Invalid,Date_Was_Missing,Calculated_Revenue,Revenue_Difference,Revenue_Match
520,2519,Women,Running,React Infinity,L,3.0,9701.72,0.5,0.0,2024-10-11,Online,Hyderabad,-835.82,0.0,True,False,False,True,False,False,14552.58,-14552.58,False
521,2520,Kids,Soccer,Mercurial Superfly,,2.5,6569.65,0.14,0.0,2025-05-09,Online,Bengaluru,-945.88,0.0,True,False,True,False,False,False,14124.75,-14124.75,False
522,2521,Kids,Lifestyle,Blazer Mid,M,4.0,3645.35,0.5,0.0,2024-09-25,Online,Kolkata,3265.83,0.0,False,False,False,True,False,False,7290.7,-7290.7,False
523,2522,Men,Running,Pegasus Turbo,XL,4.0,6243.91,0.48,0.0,2024-02-13,Retail,Kolkata,-199.13,0.0,False,False,False,True,False,False,12987.33,-12987.33,False
524,2523,Men,Basketball,Lebron 20,M,3.0,7007.6,0.48,0.0,2024-08-07,Retail,Kolkata,2068.49,0.0,True,False,False,True,False,False,10931.86,-10931.86,False
525,2524,Women,Lifestyle,Air Force 1,XL,3.0,6323.09,0.5,0.0,2024-11-21,Online,Kolkata,997.53,0.0,True,False,True,True,False,False,9484.64,-9484.64,False
526,2525,Women,Training,Metcon 7,XL,2.0,5890.69,0.48,0.0,2025-02-18,Retail,Kolkata,3453.18,0.0,False,False,True,True,False,False,6126.32,-6126.32,False
527,2526,Kids,Lifestyle,Waffle One,10,1.0,5637.46,0.48,0.0,2024-01-08,Retail,Hyderabad,3188.07,0.0,False,False,True,True,False,False,2931.48,-2931.48,False
528,2527,Men,Lifestyle,Air Force 1,XL,3.0,7408.91,0.5,0.0,2024-03-18,Online,Delhi,-138.78,0.0,True,False,False,True,False,False,11113.36,-11113.36,False
529,2528,Women,Training,Zoomx Invincible,11,2.0,6897.68,0.5,0.0,2025-06-10,Online,Delhi,134.1,0.0,False,False,True,True,False,False,6897.68,-6897.68,False
530,2529,Men,Running,React Infinity,XL,3.0,6492.155000000001,0.5,0.0,,Online,Kolkata,3008.62,0.0,True,False,True,True,False,True,9738.23,-9738.23,False
531,2530,Women,Lifestyle,Dunk Low,M,2.0,4357.79,0.48,0.0,2025-02-27,Retail,Mumbai,3936.13,0.0,False,False,False,True,False,False,4532.1,-4532.1,False
532,2531,Men,Soccer,Premier Iii,XL,2.0,5773.245,0.5,0.0,2025-04-09,Online,Hyderabad,2875.41,0.0,True,False,True,True,False,False,5773.24,-5773.24,False
533,2532,Men,Soccer,Tiempo Legend,L,2.0,6045.785,0.48,0.0,2025-04-17,Retail,Bengaluru,72.78,0.0,True,False,True,True,False,False,6287.62,-6287.62,False
534,2533,Women,Training,Flex Trainer,L,3.0,6383.55,0.5,0.0,2024-01-31,Online,Mumbai,2155.46,0.0,True,False,True,False,True,False,9575.33,-9575.33,False
535,2534,Women,Training,Superrep Go,M,3.0,5280.57,0.5,0.0,,Online,Pune,506.26,0.0,True,False,True,True,False,True,7920.86,-7920.86,False
536,2535,Men,Soccer,Tiempo Legend,XL,2.0,2786.84,0.21,4403.21,2025-01-25,Online,Mumbai,3345.36,4403.21,False,False,False,False,False,False,4403.21,0.0,True
537,2536,Kids,Running,Air Zoom,M,2.0,2221.78,0.55,0.0,2024-10-02,Retail,Delhi,-1091.66,0.0,True,False,False,False,False,False,1999.6,-1999.6,False
538,2537,Women,Lifestyle,Waffle One,M,2.0,5637.46,0.48,0.0,2025-05-30,Retail,Bengaluru,2596.8,0.0,True,False,True,True,False,False,5862.96,-5862.96,False
539,2538,Men,Lifestyle,Waffle One,,2.0,9701.24,0.48,0.0,2024-06-10,Retail,Kolkata,223.82,0.0,False,False,False,True,False,False,10089.29,-10089.29,False
540,2539,Women,Running,Free Rn,L,2.0,6293.58,0.5,0.0,2025-02-26,Online,Bengaluru,3748.73,0.0,True,False,True,True,False,False,6293.58,-6293.58,False
541,2540,Women,Lifestyle,Air Force 1,L,3.0,8794.64,0.5,0.0,2025-09-01,Online,Mumbai,-938.07,0.0,True,False,False,True,False,False,13191.96,-13191.96,False
542,2541,Kids,Running,React Infinity,M,3.0,6492.155000000001,0.48,0.0,2025-05-19,Retail,Mumbai,-1180.11,0.0,True,False,True,True,False,False,10127.76,-10127.76,False
543,2542,Kids,Running,React Infinity,XL,3.0,6492.155000000001,0.18,0.0,,Retail,Hyderabad,-1115.89,0.0,True,False,True,False,False,True,15970.7,-15970.7,False
544,2543,Women,Lifestyle,Waffle One,,2.0,5637.46,0.48,0.0,,Retail,Hyderabad,-244.09,0.0,True,False,True,True,False,True,5862.96,-5862.96,False
545,2544,Men,Training,Zoomx Invincible,L,2.5,8856.07,0.5,0.0,,Online,Bengaluru,2069.93,0.0,True,False,False,True,False,True,11070.09,-11070.09,False
546,2545,Men,Training,Metcon 7,L,2.0,5890.69,0.48,0.0,2025-04-26,Retail,Bengaluru,924.07,0.0,True,False,True,True,False,False,6126.32,-6126.32,False
547,2546,Kids,Training,Zoomx Invincible,XL,2.0,5179.57,0.48,0.0,2024-10-03,Retail,Bengaluru,2084.99,0.0,True,False,False,True,False,False,5386.75,-5386.75,False
548,2547,Women,Soccer,Mercurial Superfly,M,1.0,3068.13,0.48,0.0,2025-07-08,Retail,Kolkata,-586.29,0.0,False,False,False,True,False,False,1595.43,-1595.43,False
549,2548,Kids,Running,Pegasus Turbo,L,2.0,9557.0,0.5,0.0,2025-04-23,Online,Delhi,3847.47,0.0,True,False,False,True,False,False,9557.0,-9557.0,False
550,2549,Men,Training,Flex Trainer,XL,2.0,4366.09,0.48,0.0,,Retail,Delhi,1696.1,0.0,True,False,False,True,False,True,4540.73,-4540.73,False
551,2550,Men,Soccer,Premier Iii,XL,1.0,6121.21,0.05,5815.15,2023-08-09,Online,Kolkata,2470.08,5815.15,False,False,False,False,False,False,5815.15,0.0,True
552,2551,Men,Training,Zoomx Invincible,XL,2.0,6897.68,0.48,0.0,,Retail,Mumbai,853.25,0.0,True,False,True,True,False,True,7173.59,-7173.59,False
553,2552,Women,Soccer,Premier Iii,10,1.0,5773.245,0.41,0.0,2025-05-03,Retail,Hyderabad,3389.34,0.0,False,False,True,False,False,False,3406.21,-3406.21,False
554,2553,Kids,Basketball,Kyrie Flytrap,,3.0,6708.16,0.5,0.0,2025-02-24,Online,Delhi,-739.72,0.0,True,False,False,True,False,False,10062.24,-10062.24,False
555,2554,Women,Training,Flex Trainer,M,1.0,6755.56,0.48,0.0,2025-01-13,Retail,Bengaluru,1002.19,0.0,False,False,False,True,False,False,3512.89,-3512.89,False
556,2555,Women,Basketball,Kyrie Flytrap,7,2.0,2685.95,0.48,0.0,,Retail,Hyderabad,3675.97,0.0,True,False,False,True,False,True,2793.39,-2793.39,False
557,2556,Kids,Lifestyle,Air Force 1,10,1.0,6323.09,0.48,0.0,,Retail,Kolkata,1327.26,0.0,False,False,True,True,False,True,3288.01,-3288.01,False
558,2557,Men,Basketball,Lebron 20,M,3.0,6431.1900000000005,0.48,0.0,2024-11-09,Retail,Kolkata,1115.74,0.0,False,False,True,True,False,False,10032.66,-10032.66,False
559,2558,Kids,Basketball,Kyrie Flytrap,L,3.0,3134.87,0.5,0.0,,Online,Mumbai,-1077.81,0.0,False,True,False,True,False,True,4702.3,-4702.3,False
560,2559,Men,Lifestyle,Air Force 1,7,3.0,6011.84,0.5,0.0,2025-10-02,Online,Kolkata,-99.73,0.0,False,False,False,True,False,False,9017.76,-9017.76,False
561,2560,Kids,Basketball,Zoom Freak,M,2.0,6435.66,0.48,0.0,2025-01-16,Retail,Delhi,3493.16,0.0,False,False,True,True,False,False,6693.09,-6693.09,False
562,2561,Women,Soccer,Tiempo Legend,XL,3.0,3642.21,0.5,0.0,2024-03-25,Online,Bengaluru,3900.7,0.0,True,False,False,True,False,False,5463.32,-5463.32,False
563,2562,Kids,Training,Zoomx Invincible,L,1.0,6897.68,0.48,0.0,2024-12-21,Retail,Mumbai,-79.1,0.0,False,False,True,True,False,False,3586.79,-3586.79,False
564,2563,Men,Soccer,Mercurial Superfly,M,2.0,9443.35,0.54,8687.88,2025-04-13,Retail,Kolkata,2706.61,8687.88,False,False,False,False,False,False,8687.88,0.0,True
565,2564,Women,Basketball,Lebron 20,M,2.0,6431.1900000000005,0.72,0.0,2023-07-08,Online,Delhi,1279.03,0.0,True,False,True,False,False,False,3601.47,-3601.47,False
566,2565,Women,Lifestyle,Dunk Low,XL,4.0,3028.41,0.5,0.0,2024-09-18,Online,Mumbai,1754.48,0.0,False,False,False,True,False,False,6056.82,-6056.82,False
567,2029,Women,Running,React Infinity,,3.0,7518.66,0.48,0.0,2024-12-16,Retail,Kolkata,2543.37,0.0,True,False,False,True,False,False,11729.11,-11729.11,False
568,2567,Women,Running,Air Zoom,M,3.0,5550.99,0.5,0.0,2024-09-15,Online,Pune,1162.3,0.0,False,False,True,True,False,False,8326.48,-8326.48,False
569,2030,Women,Soccer,Mercurial Superfly,,2.0,2298.45,0.48,0.0,2024-09-12,Retail,Kolkata,-240.32,0.0,True,False,False,True,False,False,2390.39,-2390.39,False
570,2569,Women,Basketball,Air Jordan,L,2.0,9605.11,0.88,2305.23,2024-08-24,Online,Hyderabad,128.89,2305.23,False,False,False,False,False,False,2305.23,0.0,True
571,2570,Men,Basketball,Air Jordan,L,2.0,6235.71,0.5,0.0,2025-03-22,Online,Bengaluru,2986.69,0.0,True,False,True,True,False,False,6235.71,-6235.71,False
572,2571,Kids,Soccer,Phantom Gt,6,2.0,4728.95,0.48,0.0,2023-11-28,Retail,Mumbai,276.98,0.0,True,False,False,True,False,False,4918.11,-4918.11,False
573,2572,Men,Lifestyle,Waffle One,XL,2.0,2729.99,0.76,-655.2,2024-01-31,Retail,Pune,1204.81,-655.2,False,True,False,False,False,False,1310.4,-1965.6,False
574,2573,Men,Soccer,Premier Iii,,2.0,5773.245,0.75,0.0,2024-08-29,Online,Delhi,301.42,0.0,True,False,True,False,False,False,2886.62,-2886.62,False
575,2574,Women,Soccer,Tiempo Legend,,2.0,3502.97,0.48,0.0,2024-09-19,Retail,Delhi,-542.87,0.0,True,False,False,True,False,False,3643.09,-3643.09,False
576,2575,Men,Training,Metcon 7,XL,2.0,3582.67,0.5,0.0,2025-03-07,Online,Hyderabad,1982.16,0.0,False,False,False,True,False,False,3582.67,-3582.67,False
577,2576,Kids,Running,Pegasus Turbo,10,2.0,9134.77,0.5,0.0,2025-04-01,Online,Pune,-427.11,0.0,True,False,False,True,False,False,9134.77,-9134.77,False
578,2577,Women,Running,Air Zoom,L,2.0,5545.52,0.48,0.0,2023-11-16,Retail,Mumbai,1185.56,0.0,False,True,False,True,False,False,5767.34,-5767.34,False
579,2578,Men,Lifestyle,Blazer Mid,9,2.0,6383.24,0.48,0.0,2025-10-05,Retail,Bengaluru,3550.0,0.0,False,False,True,True,False,False,6638.57,-6638.57,False
580,2579,Kids,Lifestyle,Dunk Low,7,3.0,9541.83,0.5,0.0,2024-07-26,Online,Delhi,589.3,0.0,False,False,False,True,False,False,14312.74,-14312.74,False
581,2580,Kids,Training,Flex Trainer,M,1.0,2749.79,0.48,0.0,2024-12-06,Retail,Kolkata,2978.85,0.0,False,False,False,True,False,False,1429.89,-1429.89,False
582,2581,Kids,Running,Free Rn,10,2.0,6293.58,0.53,0.0,2024-10-30,Online,Mumbai,800.45,0.0,False,True,True,False,False,False,5915.97,-5915.97,False
583,2582,Men,Training,Metcon 7,M,2.0,5890.69,0.5,0.0,,Online,Kolkata,909.76,0.0,True,False,True,True,False,True,5890.69,-5890.69,False
584,2583,Men,Soccer,Tiempo Legend,M,2.0,6045.785,0.48,0.0,2024-03-09,Retail,Mumbai,3051.16,0.0,True,False,True,True,False,False,6287.62,-6287.62,False
585,2584,Kids,Running,React Infinity,M,3.0,6492.155000000001,0.48,0.0,,Retail,Hyderabad,-123.93,0.0,False,True,True,True,False,True,10127.76,-10127.76,False
586,2585,Kids,Basketball,Kyrie Flytrap,,2.0,5066.14,0.48,0.0,2025-01-17,Retail,Kolkata,-148.71,0.0,True,False,False,False,True,False,5268.79,-5268.79,False
587,2586,Men,Running,Air Zoom,L,3.0,5550.99,0.99,0.0,2024-11-24,Online,Mumbai,1146.73,0.0,True,False,True,False,False,False,166.53,-166.53,False
588,2587,Women,Running,React Infinity,6,4.0,6492.155000000001,0.37,0.0,,Online,Bengaluru,-480.01,0.0,False,False,True,False,False,True,16360.23,-16360.23,False
589,2588,Kids,Basketball,Lebron 20,M,2.0,6431.1900000000005,0.5,0.0,2025-07-19,Online,Pune,2861.32,0.0,True,False,True,True,False,False,6431.19,-6431.19,False
590,2589,Men,Training,Metcon 7,M,3.0,5890.69,0.5,0.0,2024-09-17,Online,Kolkata,1429.18,0.0,False,False,True,True,False,False,8836.04,-8836.04,False
591,2590,Men,Soccer,Premier Iii,XL,2.5,5773.245,0.48,0.0,,Retail,Bengaluru,1766.46,0.0,True,False,True,True,False,True,7505.22,-7505.22,False
592,2591,Women,Training,Superrep Go,,2.5,5280.57,0.48,0.0,2025-06-21,Retail,Kolkata,1261.67,0.0,True,False,True,True,False,False,6864.74,-6864.74,False
593,2592,Women,Lifestyle,Blazer Mid,M,3.0,6383.24,0.48,0.0,2024-10-13,Retail,Mumbai,-907.48,0.0,True,False,True,True,False,False,9957.85,-9957.85,False
594,2593,Men,Lifestyle,Dunk Low,L,3.0,8747.18,0.48,0.0,2025-04-01,Retail,Mumbai,2505.6,0.0,True,False,False,True,False,False,13645.6,-13645.6,False
595,2594,Women,Training,Zoomx Invincible,XL,3.0,7944.34,0.67,7864.9,2024-02-23,Retail,Hyderabad,1534.91,7864.9,False,False,False,False,False,False,7864.9,0.0,True
596,2595,Men,Basketball,Lebron 20,XL,3.0,6431.1900000000005,0.48,0.0,2024-02-23,Retail,Delhi,420.27,0.0,False,True,True,True,False,False,10032.66,-10032.66,False
597,2030,Men,Soccer,Mercurial Superfly,M,2.5,6569.65,0.7,0.0,2025-03-15,Online,Pune,-1193.55,0.0,False,True,True,False,False,False,4927.24,-4927.24,False
598,2597,Kids,Running,Air Zoom,,3.0,3348.83,0.5,0.0,2024-05-12,Online,Bengaluru,-540.08,0.0,False,False,False,True,False,False,5023.24,-5023.24,False
599,2598,Women,Training,Metcon 7,8,2.0,9488.84,0.48,0.0,2024-06-12,Retail,Bengaluru,3505.24,0.0,True,False,False,True,False,False,9868.39,-9868.39,False
600,2599,Kids,Training,Flex Trainer,12,4.0,6383.55,0.48,0.0,,Retail,Hyderabad,-562.31,0.0,False,False,True,True,False,True,13277.78,-13277.78,False
601,2600,Kids,Lifestyle,Air Force 1,M,3.0,6323.09,0.5,0.0,2024-11-04,Online,Pune,803.62,0.0,False,False,True,True,False,False,9484.64,-9484.64,False
602,2601,Women,Soccer,Tiempo Legend,XL,1.0,6045.785,0.48,0.0,2024-09-27,Retail,Delhi,3739.4,0.0,False,False,True,True,False,False,3143.81,-3143.81,False
603,2602,Kids,Running,Free Rn,XL,2.0,3518.53,0.5,0.0,2024-11-17,Online,Pune,3494.88,0.0,False,False,False,True,False,False,3518.53,-3518.53,False
604,2603,Women,Running,Air Zoom,L,3.0,5550.99,0.5,0.0,2025-03-18,Online,Hyderabad,-144.08,0.0,False,True,True,True,False,False,8326.48,-8326.48,False
605,2047,Men,Soccer,Phantom Gt,,4.0,6136.45,0.5,0.0,2024-12-17,Online,Kolkata,2790.51,0.0,False,False,False,True,False,False,12272.9,-12272.9,False
606,2605,Kids,Lifestyle,Dunk Low,,2.5,7206.45,0.5,0.0,2025-01-02,Online,Bengaluru,-228.84,0.0,False,True,False,True,False,False,9008.06,-9008.06,False
607,2606,Women,Lifestyle,Air Force 1,L,2.0,4040.65,0.48,0.0,2025-04-06,Retail,Mumbai,805.92,0.0,True,False,False,True,False,False,4202.28,-4202.28,False
608,2607,Women,Basketball,Lebron 20,,2.0,6431.1900000000005,0.5,0.0,2023-08-31,Online,Kolkata,3522.02,0.0,True,False,True,True,False,False,6431.19,-6431.19,False
609,2608,Women,Lifestyle,Waffle One,L,2.0,5637.46,0.5,0.0,,Online,Kolkata,354.67,0.0,False,False,True,True,False,True,5637.46,-5637.46,False
610,2609,Kids,Soccer,Premier Iii,M,2.0,9649.28,0.5,0.0,2025-04-26,Online,Bengaluru,2712.88,0.0,True,False,False,True,False,False,9649.28,-9649.28,False
611,2610,Women,Lifestyle,Blazer Mid,M,2.5,8359.07,0.5,0.0,2025-06-05,Online,Bengaluru,167.72,0.0,True,False,False,True,False,False,10448.84,-10448.84,False
612,2033,Kids,Soccer,Mercurial Superfly,M,4.0,6569.65,0.48,0.0,,Retail,Pune,2310.9,0.0,False,False,True,True,False,True,13664.87,-13664.87,False
613,2612,Women,Training,Flex Trainer,M,2.0,6383.55,0.48,0.0,2023-10-08,Retail,Mumbai,507.1,0.0,False,True,True,True,False,False,6638.89,-6638.89,False
614,2613,Women,Lifestyle,Waffle One,7,3.0,4374.83,0.27,9580.88,,Retail,Delhi,1473.37,9580.88,False,False,False,False,False,True,9580.88,0.0,True
615,2614,Women,Running,React Infinity,XL,3.0,2265.0,0.48,0.0,2024-08-05,Retail,Bengaluru,2095.44,0.0,True,False,False,True,False,False,3533.4,-3533.4,False
616,2615,Women,Soccer,Phantom Gt,XL,3.0,3042.37,0.12,8031.86,2025-03-24,Online,Pune,2105.48,8031.86,False,False,False,False,False,False,8031.86,0.0,True
617,2616,Men,Lifestyle,Waffle One,XL,3.0,5637.46,0.2,0.0,2024-07-06,Online,Kolkata,2788.41,0.0,True,False,True,False,False,False,13529.9,-13529.9,False
618,2617,Kids,Soccer,Premier Iii,XL,2.0,5773.245,0.5,0.0,,Online,Delhi,2772.05,0.0,False,True,True,True,False,True,5773.24,-5773.24,False
619,2618,Kids,Lifestyle,Dunk Low,XL,3.0,6202.99,0.48,0.0,2025-06-23,Retail,Pune,3718.11,0.0,True,False,True,True,False,False,9676.66,-9676.66,False
620,2619,Kids,Lifestyle,Waffle One,L,4.0,5637.46,0.65,0.0,2024-01-22,Online,Hyderabad,-300.28,0.0,False,False,True,False,False,False,7892.44,-7892.44,False
621,2620,Kids,Training,Flex Trainer,XL,3.0,6383.55,0.5,0.0,,Online,Hyderabad,3874.67,0.0,False,True,True,True,False,True,9575.33,-9575.33,False
622,2621,Kids,Soccer,Phantom Gt,L,3.0,6466.57,0.59,7953.88,2024-05-19,Online,Bengaluru,-1152.86,7953.88,False,False,False,False,False,False,7953.88,0.0,True
623,2622,Kids,Lifestyle,Blazer Mid,M,2.5,8073.58,0.5,0.0,2025-04-07,Online,Pune,-82.31,0.0,True,False,False,True,False,False,10091.98,-10091.98,False
624,2623,Men,Running,Pegasus Turbo,L,2.0,4658.42,0.48,0.0,2025-04-08,Retail,Mumbai,1622.42,0.0,True,False,False,True,False,False,4844.76,-4844.76,False
625,2624,Men,Lifestyle,Blazer Mid,XL,3.0,6383.24,0.48,0.0,,Retail,Bengaluru,2085.94,0.0,False,True,True,True,False,True,9957.85,-9957.85,False
626,2625,Kids,Training,Flex Trainer,M,3.0,6815.44,0.5,0.0,2025-05-02,Online,Pune,3874.57,0.0,False,True,False,True,False,False,10223.16,-10223.16,False
627,2626,Men,Running,Air Zoom,7,2.0,5550.99,0.48,0.0,2025-04-21,Retail,Bengaluru,-757.9,0.0,True,False,False,True,False,False,5773.03,-5773.03,False
628,2627,Women,Basketball,Lebron 20,7,2.0,6431.1900000000005,0.5,0.0,2023-12-31,Online,Delhi,282.13,0.0,True,False,True,True,False,False,6431.19,-6431.19,False
629,2628,Kids,Basketball,Kyrie Flytrap,L,4.0,5066.14,0.44,0.0,2025-06-29,Retail,Pune,-348.88,0.0,False,False,True,False,False,False,11348.15,-11348.15,False
630,2629,Kids,Lifestyle,Waffle One,XL,2.0,5637.46,0.48,0.0,2024-10-23,Retail,Bengaluru,1198.75,0.0,True,False,True,True,False,False,5862.96,-5862.96,False
631,2630,Kids,Running,Pegasus Turbo,,2.0,5846.21,0.5,-233.85,,Online,Delhi,3880.6,-233.85,False,False,False,False,True,True,5846.21,-6080.06,False
632,2631,Women,Basketball,Zoom Freak,,2.0,6435.66,0.5,0.0,2025-03-16,Online,Kolkata,2848.46,0.0,True,False,True,True,False,False,6435.66,-6435.66,False
633,2632,Men,Running,Pegasus Turbo,L,2.0,7504.2,0.99,-75.04,2024-10-03,Online,Pune,2413.42,-75.04,False,True,False,False,False,False,150.08,-225.12,False
634,2633,Kids,Basketball,Air Jordan,10,2.0,6235.71,0.71,0.0,2025-06-13,Online,Bengaluru,3634.35,0.0,False,True,True,False,False,False,3616.71,-3616.71,False
635,2634,Men,Lifestyle,Waffle One,,2.0,5815.75,0.48,0.0,2024-08-22,Retail,Bengaluru,3190.46,0.0,True,False,False,True,False,False,6048.38,-6048.38,False
636,2635,Women,Running,React Infinity,M,3.0,3934.22,0.5,0.0,2024-02-28,Online,Kolkata,430.63,0.0,True,False,False,True,False,False,5901.33,-5901.33,False
637,2636,Men,Basketball,Lebron 20,11,2.0,6431.1900000000005,0.5,0.0,,Online,Bengaluru,3269.14,0.0,True,False,True,True,False,True,6431.19,-6431.19,False
638,2637,Kids,Training,Superrep Go,L,2.5,5280.57,0.48,0.0,2025-04-20,Retail,Hyderabad,3847.48,0.0,True,False,True,True,False,False,6864.74,-6864.74,False
639,2638,Men,Soccer,Premier Iii,8,1.0,5028.99,0.5,0.0,2024-01-22,Online,Pune,654.11,0.0,False,False,False,True,False,False,2514.5,-2514.5,False
640,2639,Men,Lifestyle,Blazer Mid,XL,3.0,2597.93,0.48,0.0,2025-06-25,Retail,Pune,374.95,0.0,True,False,False,True,False,False,4052.77,-4052.77,False
641,2640,Kids,Training,Zoomx Invincible,9,2.0,7900.02,0.5,0.0,2024-08-02,Online,Bengaluru,861.92,0.0,False,False,False,True,False,False,7900.02,-7900.02,False
642,2641,Men,Running,React Infinity,,3.0,2890.77,0.5,0.0,2024-11-27,Online,Bengaluru,1709.06,0.0,True,False,False,True,False,False,4336.16,-4336.16,False
643,2642,Women,Lifestyle,Air Force 1,XL,2.0,6323.09,0.48,0.0,2025-05-17,Retail,Pune,-785.16,0.0,True,False,True,True,False,False,6576.01,-6576.01,False
644,2643,Men,Soccer,Mercurial Superfly,,2.0,6569.65,0.48,0.0,2025-04-17,Retail,Mumbai,2715.31,0.0,True,False,True,True,False,False,6832.44,-6832.44,False
645,2644,Men,Training,Superrep Go,M,1.0,2640.04,0.48,0.0,,Retail,Bengaluru,1466.96,0.0,False,False,False,True,False,True,1372.82,-1372.82,False
646,2022,Kids,Training,Zoomx Invincible,L,3.0,6897.68,0.48,0.0,2024-11-27,Retail,Mumbai,689.62,0.0,False,False,True,True,False,False,10760.38,-10760.38,False
647,2646,Men,Soccer,Premier Iii,XL,1.0,5773.245,0.89,0.0,2024-10-20,Retail,Kolkata,2676.52,0.0,False,False,True,False,False,False,635.06,-635.06,False
648,2647,Women,Basketball,Zoom Freak,,4.0,6435.66,0.5,0.0,,Online,Mumbai,747.29,0.0,False,False,True,True,False,True,12871.32,-12871.32,False
649,2648,Men,Running,React Infinity,L,3.0,3477.49,0.54,0.0,2025-06-03,Retail,Delhi,3487.39,0.0,True,False,False,False,False,False,4798.94,-4798.94,False
650,2649,Women,Basketball,Kyrie Flytrap,L,2.0,6798.48,0.48,0.0,2025-02-01,Retail,Mumbai,2297.4,0.0,True,False,False,False,True,False,7070.42,-7070.42,False
651,2650,Men,Lifestyle,Blazer Mid,,3.0,6383.24,0.48,0.0,2023-08-14,Retail,Bengaluru,3703.68,0.0,True,False,True,True,False,False,9957.85,-9957.85,False
652,2651,Kids,Basketball,Air Jordan,L,1.0,6235.71,0.5,0.0,2024-10-27,Online,Kolkata,-819.33,0.0,False,False,True,True,False,False,3117.86,-3117.86,False
653,2652,Women,Basketball,Air Jordan,,2.0,6235.71,0.5,0.0,2025-04-10,Online,Delhi,-240.8,0.0,False,False,True,False,True,False,6235.71,-6235.71,False
654,2653,Men,Running,Pegasus Turbo,M,2.0,6178.85,0.5,0.0,2024-12-10,Online,Hyderabad,2550.88,0.0,True,False,False,False,True,False,6178.85,-6178.85,False
655,2654,Kids,Soccer,Tiempo Legend,M,3.0,6045.785,0.5,0.0,2024-07-21,Online,Bengaluru,2933.02,0.0,True,False,True,True,False,False,9068.68,-9068.68,False
656,2655,Kids,Training,Superrep Go,10,2.5,4993.94,0.48,0.0,,Retail,Mumbai,2420.85,0.0,True,False,False,True,False,True,6492.12,-6492.12,False
657,2656,Women,Soccer,Premier Iii,M,1.0,5246.43,0.48,0.0,,Retail,Bengaluru,1891.48,0.0,False,False,False,True,False,True,2728.14,-2728.14,False
658,2657,Kids,Running,Air Zoom,M,4.0,5550.99,0.5,0.0,2025-07-04,Online,Delhi,494.45,0.0,False,False,True,True,False,False,11101.98,-11101.98,False
659,2658,Women,Lifestyle,Dunk Low,L,1.0,6202.99,0.5,0.0,2025-04-26,Online,Delhi,155.53,0.0,False,False,True,True,False,False,3101.5,-3101.5,False
660,2659,Kids,Basketball,Lebron 20,M,2.0,9945.56,0.5,0.0,2025-05-12,Online,Hyderabad,-1116.54,0.0,True,False,False,False,True,False,9945.56,-9945.56,False
661,2660,Men,Training,Flex Trainer,,2.0,6383.55,0.48,0.0,2024-11-01,Retail,Pune,2519.25,0.0,True,False,True,True,False,False,6638.89,-6638.89,False
662,2661,Kids,Soccer,Tiempo Legend,XL,3.0,2006.63,0.5,0.0,,Online,Delhi,3171.69,0.0,True,False,False,True,False,True,3009.94,-3009.94,False
663,2662,Kids,Training,Superrep Go,M,3.0,5280.57,0.5,0.0,,Online,Delhi,2104.46,0.0,False,True,True,True,False,True,7920.86,-7920.86,False
664,2663,Kids,Training,Metcon 7,L,2.0,5890.69,0.43,0.0,2025-06-17,Retail,Delhi,3174.81,0.0,False,False,True,False,False,False,6715.39,-6715.39,False
665,2664,Kids,Running,Pegasus Turbo,L,2.0,9103.08,0.5,0.0,2024-12-11,Online,Mumbai,1726.8,0.0,False,False,False,True,False,False,9103.08,-9103.08,False
666,2665,Men,Lifestyle,Waffle One,L,3.0,6140.7,0.5,0.0,,Online,Delhi,506.87,0.0,True,False,False,True,False,True,9211.05,-9211.05,False
667,2666,Women,Soccer,Phantom Gt,M,2.0,3700.75,0.5,0.0,,Online,Kolkata,-963.73,0.0,True,False,False,True,False,True,3700.75,-3700.75,False
668,2667,Women,Lifestyle,Air Force 1,XL,3.0,9367.66,0.5,0.0,2025-03-23,Online,Delhi,-623.95,0.0,False,False,False,True,False,False,14051.49,-14051.49,False
669,2668,Women,Training,Zoomx Invincible,M,2.0,6897.68,0.45,0.0,2024-12-20,Retail,Bengaluru,3138.32,0.0,True,False,True,False,False,False,7587.45,-7587.45,False
670,2669,Women,Training,Flex Trainer,XL,2.0,6383.55,0.51,0.0,,Retail,Pune,1737.23,0.0,True,False,True,False,False,True,6255.88,-6255.88,False
671,2027,Men,Soccer,Premier Iii,12,4.0,7204.01,0.48,0.0,2025-06-15,Retail,Delhi,3951.42,0.0,False,False,False,True,False,False,14984.34,-14984.34,False
672,2671,Kids,Running,Air Zoom,XL,2.0,9264.49,0.48,0.0,2025-06-26,Retail,Pune,491.18,0.0,True,False,False,True,False,False,9635.07,-9635.07,False
673,2672,Women,Lifestyle,Air Force 1,XL,2.0,6323.09,0.5,0.0,2024-04-08,Online,Mumbai,67.58,0.0,False,False,True,True,False,False,6323.09,-6323.09,False
674,2673,Kids,Running,Pegasus Turbo,11,2.0,6891.25,0.63,0.0,,Retail,Pune,-742.85,0.0,True,False,False,False,False,True,5099.52,-5099.52,False
